"Apps","Mins","Mins.Gm","Height","Weight","Age","Av.Rat","Gls","Gls.90","Shot..","xG","Ch.C.90","Asts.90","K.Ps.90","Pas..","Cr.C.A","Drb.90","Distance","Hdr..","K.Tck","Fls","PoM","Aer.A.90","Off","Tck.R","CA","Gls.xG","Dist.Mins","Value","Lower.Transfer.Value","Upper.Transfer.Value"
15,1350,90,193,82,30,6.95,0,0,0,0.49,0,0.07,0.13,0.93,0,0,156.5,0.76,3,12,1,13.07,1,0.94,129,0,0.115925925925926,1425000,250000,2600000
15,1323,88.2,181,77,24,6.97,0,0,0.27,1.64,0.14,0.14,0.34,0.82,0.33,0.14,81.4,0.66,0,22,0,2.18,0,0.83,131,0,0.0615268329554044,2637500,475000,4800000
14,1199,85.6428571428571,187,76,22,6.78,0,0,0,0.29,0.08,0.08,0.45,0.91,0.15,0.08,141.2,0.73,0,15,0,11.26,1,0.72,130,0,0.117764804003336,8200000,5400000,1.1e+07
11,992,90.1818181818182,164,66,24,7.02,0,0,0.23,0.49,1.22,0,1,0.87,0,0.09,89.6,0.4,0,9,0,1.36,0,0.8,129,0,0.0903225806451613,3975000,750000,7200000
32,2899,90.59375,174,69,29,7,1,0.03,0.08,2.03,0.17,0.06,0.75,0.86,0.2,0.22,249.1,0.68,4,31,0,5.34,5,0.86,123,0.492610837438424,0.0859261814418765,1265000,230000,2300000
21,1808,86.0952380952381,185,92,30,7.09,1,0.05,0.2,0.18,0,0,0.25,0.91,0.5,0.05,153.7,0.78,3,21,0,11.05,0,0.83,119,5.55555555555556,0.0850110619469027,1375000,250000,2500000
11,949,86.2727272727273,177,72,28,7.05,0,0,0,0.21,0.21,0.38,0.57,0.93,0,0,127.7,0.68,0,12,1,5.03,0,0.73,122,0,0.134562697576396,4075000,750000,7400000
17,1759,103.470588235294,184,74,26,7.11,2,0.1,0.38,0.84,0.15,0.15,0.2,0.89,0,0,135.6,0.72,3,11,2,9.01,0,0.89,122,2.38095238095238,0.0770892552586697,2037500,375000,3700000
11,903,82.0909090909091,185,76,27,6.92,0,0,0.11,0.7,0.3,0,0.7,0.92,0.25,0.2,124.7,0.79,1,17,0,10.66,1,0.88,127,0,0.138095238095238,2312500,425000,4200000
11,990,90,185,78,25,7.04,0,0,0.33,0.23,0.1,0,0.18,0.94,0,0.09,112.6,0.81,2,8,0,14.18,0,0.75,124,0,0.113737373737374,3625000,650000,6600000
12,987,82.25,188,75,27,6.86,0,0,0,0,0,0,0.55,0.47,0,0,62.6,0,0,1,2,0,0,0.5,123,0,0.0634245187436677,7800000,5800000,9800000
12,1080,90,180,77,24,6.48,0,0,0,0,0,0,0.08,0.8,0,0,80.3,0,0,0,1,0,0,0,135,0,0.0743518518518518,2450000,1500000,3400000
12,1145,95.4166666666667,190,87,27,6.99,0,0,0.25,0.94,0.09,0.16,0.31,0.94,0,0,133.3,0.84,2,14,1,13.21,1,1,130,0,0.116419213973799,3850000,7e+05,7e+06
12,992,82.6666666666667,185,84,24,6.84,0,0,0,0.33,0.09,0.09,0.82,0.93,0,0.09,122.7,0.79,0,18,0,9.8,0,0.86,128,0,0.123689516129032,7100000,4600000,9600000
18,1620,90,181,65,32,6.73,0,0,0,0.89,0.54,0.11,1.56,0.9,0.18,1.83,219,0.69,0,31,0,6.17,6,0.87,135,0,0.135185185185185,6350000,1200000,11500000
32,2804,87.625,183,70,25,7.2,1,0.03,0.16,0.52,0.6,0.06,0.8,0.89,0.25,0.35,272.2,0.75,3,29,3,5.42,5,0.93,127,1.92307692307692,0.0970756062767475,9550000,8600000,10500000
11,990,90,183,75,28,6.8,0,0,0,0.59,0,0,0.09,0.93,0,0.09,118.2,0.75,2,9,0,13.91,1,1,117,0,0.119393939393939,1600000,3e+05,2900000
50,4493,89.86,183,79,18,6.97,0,0,0.08,1.9,0.17,0.04,0.16,0.93,0,0.14,418,0.78,6,45,2,10.38,3,0.83,143,0,0.0930336078344091,7750007.5,15500000,0
21,1804,85.9047619047619,177,75,22,6.9,1,0.05,0.25,0.61,0.2,0.1,0.75,0.91,0.16,0.2,178,0.66,1,19,0,3.69,0,0.9,132,1.63934426229508,0.098669623059867,7100000,4600000,9600000
15,1350,90,186,93,30,7.06,2,0.13,0.4,0.46,0.5,0,0,0.97,0,0.07,149.9,0.81,2,17,1,13.33,0,0.87,130,4.34782608695652,0.111037037037037,4400000,8e+05,8e+06
17,1219,71.7058823529412,178,69,27,7.07,1,0.07,0.25,0.82,0.79,0.15,1.03,0.85,0.22,0.22,168.8,0.77,0,8,1,2.29,0,0.75,130,1.21951219512195,0.138474159146842,9350000,8200000,10500000
11,960,87.2727272727273,190,79,24,6.75,0,0,0.33,0.66,0,0,0,0.88,0,0.09,107.4,0.78,2,10,0,15.84,1,0.93,120,0,0.111875,3100000,1900000,4300000
11,1054,95.8181818181818,191,84,25,6.99,0,0,0.29,1.12,0.17,0.09,0.34,0.92,0,0.09,127.8,0.89,3,11,0,13.49,0,0.67,123,0,0.121252371916509,3750000,2300000,5200000
15,1136,75.7333333333333,196,86,31,6.94,0,0,0.5,0.32,0.43,0.16,0.32,0.95,0,0,128.8,0.8,2,6,0,13.71,1,1,122,0,0.113380281690141,425042.5,850000,0
15,1350,90,178,72,29,6.96,0,0,0.42,1.21,0.5,0.07,0.93,0.88,0.62,0.07,135.4,0.53,0,24,0,2.27,0,0.7,130,0,0.100296296296296,1812500,325000,3300000
33,2970,90,183,77,31,7.49,3,0.09,0.14,0.05,0,0.06,0.03,0.77,0,0,20.9,1,0,58,3,0.82,0,0.97,138,60,0.00703703703703704,6050000,1100000,1.1e+07
12,1000,83.3333333333333,191,91,28,7.07,0,0,0,0,0,0,0.09,0.63,0,0,60.8,0,0,0,0,0,0,0,140,0,0.0608,880000,160000,1600000
13,1147,88.2307692307692,174,67,27,7.09,0,0,0,0,0,0.16,0.63,0.87,0,0.08,99.7,0.68,0,20,0,2.67,1,0.85,133,0,0.086922406277245,4400000,8e+05,8e+06
18,1620,90,188,85,29,7.26,0,0,0,0,0,0,0.06,0.78,0,0,119.3,0,0,0,3,0,0,0,131,0,0.073641975308642,2.7e+07,2e+07,3.4e+07
12,863,71.9166666666667,189,80,28,6.84,0,0,0,0,0,0,0,0.71,0,0,62.1,0,0,0,1,0,0,0,135,0,0.0719582850521437,6650000,4300000,9e+06
15,1317,87.8,180,74,24,7.31,3,0.21,0.31,1.29,0.27,0.14,1.03,0.86,0.22,0.75,166.3,0.83,2,30,2,8.2,3,0.85,127,2.32558139534884,0.126271829916477,3050000,1900000,4200000
12,993,82.75,170,67,30,7.17,1,0.09,0.4,1.79,0.18,0.09,2.63,0.86,0.08,1.9,136.5,0.8,0,9,0,5.35,5,0.9,131,0.558659217877095,0.137462235649547,6550000,4900000,8200000
11,818,74.3636363636364,185,62,20,6.87,0,0,0.45,0.47,0.11,0.11,0.44,0.86,1,0,78,0.85,0,5,1,2.86,0,0.5,118,0,0.0953545232273839,16750000,1.5e+07,18500000
12,1162,96.8333333333333,182,80,28,6.95,0,0,0.2,0.34,0.23,0,0.23,0.95,0.25,0.08,136.4,0.73,1,7,0,12.47,3,0.93,140,0,0.117383820998279,1.5e+07,11500000,18500000
15,1335,89,190,86,24,7.11,0,0,0.22,0.89,0.25,0.07,0.07,0.95,0,0,142.1,0.85,2,15,0,12,1,0.72,137,0,0.106441947565543,2.5e+07,2.1e+07,2.9e+07
11,1007,91.5454545454546,183,73,26,6.85,0,0,0.33,1.5,0.3,0.09,1.61,0.88,0.36,0.36,134.5,0.73,0,11,1,4.02,0,0.8,120,0,0.13356504468719,4300000,8e+05,7800000
38,3326,87.5263157894737,171,63,21,6.97,6,0.16,0.43,5.5,0.8,0.16,1.33,0.86,0.19,0.7,393,0.37,0,22,1,2.62,4,0.81,135,1.09090909090909,0.118159951894167,9600000,7200000,1.2e+07
11,1020,92.7272727272727,190,80,28,7.3,0,0,0,0.5,0,0,0.18,0.95,0,0,119.9,0.78,1,8,0,13.32,0,0.85,124,0,0.117549019607843,3625000,650000,6600000
11,906,82.3636363636364,181,74,34,6.71,0,0,0,0,0.1,0.1,0.6,0.81,0,0.2,36.9,0.56,1,21,1,1.59,0,0.9,116,0,0.040728476821192,550000,1e+05,1e+06
12,956,79.6666666666667,185,76,27,6.92,1,0.09,0.23,1.65,0,0.09,0.19,0.95,0,0,117.6,0.77,2,7,1,11.11,0,0.91,130,0.606060606060606,0.123012552301255,5250000,3300000,7200000
11,990,90,193,90,30,7.33,0,0,0,0,0,0,0.27,0.67,0,0,68.4,0,0,0,1,0,0,0,126,0,0.0690909090909091,2850000,5e+05,5200000
11,990,90,193,90,30,7.33,0,0,0,0,0,0,0.27,0.67,0,0,68.4,0,0,0,1,0,0,0,126,0,0.0690909090909091,1.01e+08,7.8e+07,1.24e+08
16,1423,88.9375,190,78,24,7.39,1,0.06,0.56,0.88,0.09,0.13,0.19,0.96,0,0,165.3,0.82,2,18,0,17.58,1,0.75,154,1.13636363636364,0.116163035839775,2850000,5e+05,5200000
16,1423,88.9375,190,78,24,7.39,1,0.06,0.56,0.88,0.09,0.13,0.19,0.96,0,0,165.3,0.82,2,18,0,17.58,1,0.75,154,1.13636363636364,0.116163035839775,1.01e+08,7.8e+07,1.24e+08
11,946,86,185,78,26,7.23,3,0.29,0.64,1.32,1.08,0.29,1.52,0.91,0,0.38,126.6,0.67,1,18,2,5.71,0,0.77,119,2.27272727272727,0.133826638477801,4500000,2800000,6200000
15,1307,87.1333333333333,180,72,29,7.06,0,0,0.33,0.52,0.28,0,0.96,0.92,0.16,2.34,185.2,0.75,3,26,3,8.47,5,0.7,135,0,0.141698546289212,6250000,4700000,7800000
11,864,78.5454545454545,191,82,26,7.31,0,0,0,0,0,0,0.21,0.5,0,0,63.9,0,0,1,2,0,0,0,132,0,0.0739583333333333,2475000,450000,4500000
13,1082,83.2307692307692,185,74,27,7.21,1,0.08,0.57,1.66,0.33,0.25,1.08,0.92,0.3,0.83,151.1,0.53,0,16,1,3.74,1,0.82,136,0.602409638554217,0.139648798521257,10050000,7600000,12500000
16,1440,90,175,71,30,7.01,2,0.12,0.4,2.31,0.29,0,0.56,0.93,0.2,1.62,204,0.75,0,29,0,7.75,2,0.84,134,0.865800865800866,0.141666666666667,2475000,450000,4500000
14,1049,74.9285714285714,184,75,27,6.89,0,0,0.25,1.71,0.17,0,0.69,0.87,0.25,0.26,156.4,0.58,0,5,0,3.09,1,0.43,142,0,0.149094375595806,19250000,14500000,2.4e+07
14,1260,90,191,80,23,7.01,0,0,0,0,0,0,0.14,0.64,0,0,72.7,0,0,0,2,0,0,0,131,0,0.0576984126984127,2.3e+07,2e+07,2.6e+07
14,1234,88.1428571428571,190,81,30,7.32,0,0,0,0,0,0,0.22,0.49,0,0,87,0,0,2,1,0,0,0,137,0,0.0705024311183144,8100000,6200000,1e+07
17,1530,90,188,84,30,6.91,0,0,0,0,0,0,0.12,0.78,0,0,77.6,0,0,0,1,0,0,0,130,0,0.050718954248366,3950000,7e+05,7200000
14,1260,90,191,79,26,7.07,0,0,0.25,0.32,0.07,0,0.07,0.96,0,0,138,0.83,0,18,1,12.64,1,0.92,135,0,0.10952380952381,9100000,8200000,1e+07
13,1121,86.2307692307692,185,78,23,7.02,0,0,0,0,0,0,0,0.95,0,0,126.9,0.81,3,10,2,11.16,0,0.67,142,0,0.113202497769848,29500000,2.2e+07,3.7e+07
16,1440,90,194,80,26,7.46,1,0.06,0.13,0.6,0.2,0.06,0.25,0.94,0,0,167.2,0.85,4,10,2,12.62,0,0.79,136,1.66666666666667,0.116111111111111,26250000,19500000,3.3e+07
13,1115,85.7692307692308,167,58,24,7.05,0,0,0.5,1.52,0.52,0.24,1.13,0.89,0.11,0.4,147,0.83,0,16,1,2.91,1,0.69,142,0,0.131838565022422,18250000,13500000,2.3e+07
13,1170,90,189,79,26,7.25,1,0.08,0.3,0.88,0.31,0.15,1.15,0.89,0.45,0.15,157,0.8,0,12,1,5.38,0,0.77,134,1.13636363636364,0.134188034188034,8100000,6200000,1e+07
13,1139,87.6153846153846,187,76,20,7.06,0,0,0.25,0.34,0,0,0.24,0.93,1,0.16,132.2,0.83,3,10,1,12.56,0,0.81,134,0,0.116066725197542,10500000,9e+06,1.2e+07
11,1004,91.2727272727273,183,75,23,6.98,1,0.09,0.29,0.4,0.1,0.09,0.27,0.93,0.2,0.54,139.4,0.75,0,15,0,4.66,0,0.89,136,2.5,0.138844621513944,12900000,9800000,1.6e+07
13,1153,88.6923076923077,176,74,26,7.05,2,0.16,0.44,1.49,1.42,0,0.47,0.86,0,0.23,92.5,0.5,0,15,0,0.94,0,0.92,137,1.34228187919463,0.080225498699046,5500000,1e+06,1e+07
13,1170,90,192,82,24,7.08,1,0.08,0.75,0.21,0.08,0.08,0.15,0.96,1,0,140.1,0.86,3,8,1,12.46,0,0.65,142,4.76190476190476,0.11974358974359,16250000,14500000,1.8e+07
15,1380,92,192,83,25,6.69,0,0,0,0,0,0,0,0.6,0,0,93.8,0,0,0,1,0,0,0,134,0,0.0679710144927536,1425000,250000,2600000
14,1150,82.1428571428571,178,74,26,7.01,1,0.08,0.2,0.47,0.25,0.16,1.41,0.91,0.26,0.08,159.2,0.61,0,19,0,4.23,1,0.86,128,2.12765957446809,0.138434782608696,7250000,4700000,9800000
14,1210,86.4285714285714,182,71,30,6.84,1,0.07,0.33,0.2,0.36,0,1.41,0.91,0.28,1.19,155.9,0.84,1,21,0,6.32,4,0.72,131,5,0.128842975206612,3075000,550000,5600000
16,1440,90,185,77,23,7.1,1,0.06,0.28,1.87,0.33,0.06,1.69,0.9,0.23,0.5,209.7,0.62,0,11,1,3.12,0,0.78,137,0.53475935828877,0.145625,1.5e+07,1.3e+07,1.7e+07
13,1170,90,184,77,30,6.83,0,0,0,0.36,0.17,0.08,0.23,0.95,0,0.15,135.8,0.79,3,9,0,11.69,0,1,133,0,0.116068376068376,6100000,5200000,7e+06
13,1025,78.8461538461538,188,77,23,6.91,0,0,0.33,0.28,0,0,1.14,0.89,0,0.26,146.1,0.82,1,9,0,4.92,0,0.97,128,0,0.142536585365854,10700000,9400000,1.2e+07
12,984,82,184,82,30,7,0,0,0.5,0.11,0,0.09,0.09,0.95,0.5,0.09,109.6,0.92,2,14,0,12.53,0,0.73,135,0,0.111382113821138,10350000,9200000,11500000
12,1069,89.0833333333333,173,73,30,7.04,3,0.25,0.67,1.46,0.59,0.08,0.93,0.9,0.16,0.25,143.6,0.53,2,25,0,2.86,0,0.83,134,2.05479452054794,0.134331150608045,10500000,9e+06,1.2e+07
13,987,75.9230769230769,172,67,30,7.07,3,0.27,0.5,3,0.12,0.09,1.19,0.89,0.26,0.18,139.2,0.7,0,25,2,3.65,1,0.67,125,1,0.141033434650456,880000,160000,1600000
17,1530,90,186,75,24,7.15,0,0,0,0,0,0,0.06,0.83,0,0,109.3,0,0,0,1,0,0,0,149,0,0.071437908496732,9600000,8200000,1.1e+07
20,1653,82.65,190,83,27,7.15,3,0.16,0.45,1.91,1.03,0.16,0.6,0.92,0.54,0.11,216.3,0.81,1,40,1,7.35,1,0.79,151,1.57068062827225,0.130852994555354,40500000,3.6e+07,4.5e+07
28,2520,90,182,75,30,6.96,3,0.11,0.3,1.27,0.14,0.07,0.43,0.91,0.2,0,236,0.83,0,30,0,2.79,0,0.84,108,2.36220472440945,0.0936507936507936,4950000,3100000,6800000
17,1257,73.9411764705882,172,65,24,7.08,2,0.14,0.38,2.39,0.9,0.14,1.29,0.82,0.24,1.15,147.6,0.54,0,12,1,2.94,0,0.57,130,0.836820083682008,0.117422434367542,24500000,2.2e+07,2.7e+07
18,1593,88.5,185,79,24,7.1,0,0,0.14,0.69,0.24,0.11,0.28,0.97,0,0.11,179.8,0.81,2,27,1,11.64,1,0.75,157,0,0.112868801004394,8.1e+07,7.3e+07,8.9e+07
19,1710,90,191,76,28,7.02,0,0,0,0,0,0,0.11,0.55,0,0,114,0,0,0,1,0,0,1,146,0,0.0666666666666667,41500000,3.1e+07,5.2e+07
13,1024,78.7692307692308,190,74,28,6.87,1,0.09,0.4,0.25,0.12,0,0,0.95,0,0.18,115,0.79,0,21,0,12.92,1,0.83,135,4,0.1123046875,8e+06,6e+06,1e+07
34,3021,88.8529411764706,181,74,27,7.06,2,0.06,0.17,1.22,0.06,0.09,0.27,0.84,0.07,0.09,137.2,0.71,0,63,0,1.97,0,0.92,120,1.63934426229508,0.0454154253558424,1812500,325000,3300000
14,1216,86.8571428571429,175,76,25,7.09,3,0.22,0.36,2.4,0.71,0.15,1.11,0.89,0.45,0.22,142.3,0.56,0,14,1,2.52,3,0.7,141,1.25,0.117023026315789,45500000,3.9e+07,5.2e+07
18,1566,87,184,68,22,7.04,1,0.06,0.17,1.3,0.47,0.06,0.92,0.91,0.66,0.06,216.1,0.77,3,13,0,5.86,2,0.74,148,0.769230769230769,0.137994891443167,35500000,2.7e+07,4.4e+07
14,1229,87.7857142857143,183,80,25,7.01,0,0,0.14,0.52,0.08,0,0.88,0.92,0.3,0.07,157,0.87,2,15,0,9.23,2,0.62,151,0,0.127746135069162,26250000,19500000,3.3e+07
13,1027,79,170,68,30,6.93,0,0,0.2,0.22,0,0,0.44,0.92,0.16,0,140.5,0.62,0,30,0,3.24,0,0.95,141,0,0.136806231742941,5750000,4900000,6600000
11,1005,91.3636363636364,191,87,30,6.77,0,0,0,0.29,0,0.09,0.09,0.94,0,0.09,119.4,0.76,2,13,0,13.16,2,1,133,0,0.118805970149254,6050000,3900000,8200000
15,1310,87.3333333333333,189,82,30,7.13,1,0.07,0.25,0.41,0,0,0.07,0.94,0,0,145.4,0.82,2,14,1,11.82,1,0.85,142,2.4390243902439,0.110992366412214,10050000,7600000,12500000
14,1260,90,193,82,23,6.98,0,0,0,0,0,0,0,0.63,0,0,87.4,0,0,0,1,0,0,0,137,0,0.0693650793650794,26250000,19500000,3.3e+07
13,1170,90,180,78,25,7.02,1,0.08,0.3,0.57,0.23,0.08,1,0.94,0.11,1.69,175.2,0.72,2,10,1,7.62,4,0.83,139,1.75438596491228,0.14974358974359,15750000,1.2e+07,19500000
13,1170,90,188,86,31,6.98,0,0,0,0.1,0,0.15,0.15,0.86,0,0.08,61.2,0.68,1,7,0,6.23,0,0.89,126,0,0.0523076923076923,5450000,4700000,6200000
11,960,87.2727272727273,189,84,30,6.97,0,0,0,0,0,0,0.19,0.62,0,0,66.5,0,0,0,1,0,0,0,146,0,0.0692708333333333,19500000,1.7e+07,2.2e+07
19,1769,93.1052631578947,188,82,27,7.15,0,0,0.08,0.87,0.67,0,0.1,0.95,0,0.1,192.4,0.85,4,14,1,12.72,3,0.79,140,0,0.108762012436405,2.2e+07,2e+07,2.4e+07
15,1093,72.8666666666667,184,81,29,6.81,0,0,0.3,0.85,0.16,0,0.33,0.88,1,0,154,0.8,0,29,0,7.25,1,0.59,127,0,0.140896614821592,10850000,9200000,12500000
16,1440,90,169,63,22,7.61,1,0.06,0.26,2.75,0.25,0.12,1.31,0.93,0.32,3.25,206.8,0.76,3,18,5,7.06,7,0.74,149,0.363636363636364,0.143611111111111,5.6e+07,5e+07,6.2e+07
11,945,85.9090909090909,187,77,27,7.15,3,0.29,0.5,1.46,1.14,0.38,1.71,0.87,0.2,0.57,133.7,0.75,0,14,0,7.62,4,0.63,145,2.05479452054794,0.141481481481481,58500000,4.4e+07,7.3e+07
13,1281,98.5384615384615,183,81,27,7.27,1,0.07,0.21,1.95,0.31,0.21,1.41,0.91,0.08,0.42,172.5,0.62,0,17,1,3.86,0,0.91,138,0.512820512820513,0.134660421545667,10050000,8600000,11500000
28,2467,88.1071428571429,185,76,28,6.95,0,0,0,0.49,0.11,0.04,1.2,0.89,0.2,1.79,323.4,0.79,2,72,0,7.08,13,0.88,119,0,0.131090393190109,6050000,1100000,1.1e+07
19,1710,90,183,80,34,7.14,1,0.05,0.2,0.54,0.35,0,0.32,0.94,0.12,0.16,207.1,0.77,3,30,0,10.21,3,0.88,151,1.85185185185185,0.121111111111111,1250001,2500000,0
15,1317,87.8,188,92,25,7.03,1,0.07,0.5,0.76,0.09,0,0.14,0.95,0,0,148.6,0.9,2,14,1,13.19,0,0.77,141,1.31578947368421,0.112832194381169,32500000,2.9e+07,3.6e+07
16,1440,90,190,88,22,7.03,1,0.06,0.38,0.28,0,0,0.12,0.96,0,0.06,170.9,0.87,0,9,1,12.75,1,0.62,139,3.57142857142857,0.118680555555556,3.6e+07,3.1e+07,4.1e+07
30,2557,85.2333333333333,177,73,26,7.21,5,0.18,0.31,2.12,0.68,0.21,0.84,0.87,0.15,0.14,285.2,0.74,0,37,3,2.6,0,0.8,131,2.35849056603774,0.11153695737192,4825000,850000,8800000
15,1333,88.8666666666667,181,70,21,6.9,1,0.07,0.22,0.8,0.22,0.14,1.01,0.87,0.5,0,186.6,0.75,0,8,1,3.51,1,0.79,134,1.25,0.139984996249062,30500000,2.3e+07,3.8e+07
17,1747,102.764705882353,183,74,23,6.97,3,0.15,0.42,1.61,0.59,0.31,0.93,0.88,0.35,0.77,228.8,0.72,0,29,1,3.66,2,0.93,125,1.86335403726708,0.130967372638809,7200000,6400000,8e+06
23,2049,89.0869565217391,176,74,30,6.85,1,0.04,0.45,1.28,0.14,0.04,1.32,0.85,0.24,1.05,201.7,0.62,2,35,1,4.39,3,0.8,131,0.78125,0.0984382625671059,2037500,375000,3700000
15,1350,90,184,74,23,7.01,1,0.07,0.41,1.51,0.21,0.07,0.67,0.85,0.4,0.73,188.4,0.77,0,28,0,3.47,3,0.63,144,0.662251655629139,0.139555555555556,25500000,2.3e+07,2.8e+07
16,1413,88.3125,191,81,23,7.28,1,0.06,0.5,0.44,0.49,0,0.13,0.96,0,0.06,167.7,0.85,3,9,2,13.57,0,0.83,147,2.27272727272727,0.118683651804671,28500000,2.2e+07,3.5e+07
13,1101,84.6923076923077,182,72,28,7.13,0,0,0,0.37,0.11,0.08,0.08,0.92,0,0,135.4,0.81,1,13,0,12.43,1,0.7,145,0,0.122979109900091,5.6e+07,4.2e+07,7e+07
18,1591,88.3888888888889,191,91,29,7.18,0,0,0,0,0,0,0.11,0.64,0,0,105.5,0,0,0,2,0,0,0,143,0,0.0663104965430547,15250000,11500000,1.9e+07
19,1651,86.8947368421053,181,79,22,7.26,3,0.16,0.46,3.02,0.42,0.38,1.2,0.87,0.31,0.6,230.9,0.74,0,26,2,3.92,2,0.75,164,0.993377483443709,0.139854633555421,9.8e+07,8.8e+07,1.08e+08
19,1666,87.6842105263158,179,72,21,7.06,0,0,0.29,0.36,0.12,0,0.16,0.95,0.3,0.97,206.7,0.77,2,13,0,12.1,0,0.69,148,0,0.12406962785114,6.5e+07,4.9e+07,8.1e+07
14,1280,91.4285714285714,184,79,22,6.81,0,0,0.25,0.24,0.55,0,0.56,0.94,0.43,0.56,152.4,0.71,3,9,0,8.79,0,0.76,143,0,0.1190625,67500000,5.2e+07,8.3e+07
11,1078,98,190,95,25,7.09,1,0.08,0.17,1.28,0.34,0.08,0.5,0.94,0.16,0.58,122.1,0.83,4,13,0,11.19,1,0.87,141,0.78125,0.113265306122449,20500000,1.6e+07,2.5e+07
17,1394,82,188,83,25,7.27,3,0.19,0.38,3.3,0.91,0.13,0.97,0.9,0.41,0.13,197.9,0.78,0,20,2,6.13,2,0.42,141,0.909090909090909,0.141965566714491,25500000,1.9e+07,3.2e+07
12,1006,83.8333333333333,178,64,28,6.94,0,0,0,0.96,0.13,0.09,2.06,0.93,0.16,0.98,146.5,0.83,1,17,0,7.51,4,0.8,136,0,0.145626242544732,7500000,5600000,9400000
18,1633,90.7222222222222,184,79,27,7.06,0,0,0.25,0.95,1.27,0.22,1.1,0.92,0.27,0.77,215.2,0.78,2,24,1,8.43,5,0.69,139,0,0.131781996325781,8800000,6600000,1.1e+07
12,1068,89,185,73,25,7.08,2,0.17,0.63,0.53,0.33,0.08,1.35,0.93,0.18,0.25,147.8,0.75,2,22,1,7.08,0,0.96,146,3.77358490566038,0.138389513108614,43500000,3.8e+07,4.9e+07
11,791,71.9090909090909,185,84,24,6.87,0,0,0.33,0.64,0.43,0,0.46,0.92,0.28,0.46,115.6,0.63,1,12,0,2.73,0,0.8,150,0,0.14614412136536,17750000,15500000,2e+07
15,1151,76.7333333333333,181,74,23,7.25,0,0,0.17,0.53,0.09,0,1.41,0.96,0.5,0.23,155.1,0.66,2,9,1,6.41,0,0.95,144,0,0.134752389226759,64500000,5.8e+07,7.1e+07
13,1170,90,173,75,33,6.85,0,0,0.25,0.66,0,0.15,0.62,0.82,0.19,0.15,73.8,0.72,1,16,1,2.46,0,0.94,123,0,0.0630769230769231,1210000,220000,2200000
11,950,86.3636363636364,192,80,25,6.96,0,0,0.29,0.81,0,0.09,0.09,0.94,0,0,113.5,0.84,1,10,1,12.69,0,0.91,142,0,0.119473684210526,2.1e+07,1.8e+07,2.4e+07
15,1428,95.2,187,80,25,7.19,0,0,0,0.29,0,0,0.06,0.93,0,0,170.4,0.82,3,9,0,14.68,0,0.92,149,0,0.119327731092437,74500000,5.6e+07,9.3e+07
14,1144,81.7142857142857,185,75,24,7.15,1,0.08,0.25,0.37,0.12,0,0,0.97,0,0.08,131,0.76,3,10,2,11.25,1,0.85,138,2.7027027027027,0.11451048951049,2.3e+07,2e+07,2.6e+07
13,1170,90,186,76,26,6.96,0,0,0,0.01,0,0,0.15,0.92,0,0,133.4,0.78,1,13,0,12.38,0,0.31,137,0,0.114017094017094,7400000,5600000,9200000
18,1620,90,189,77,27,7.31,0,0,0,0,0,0,0.06,0.9,0,0,109,0,0,0,3,0,0,0,141,0,0.067283950617284,35500000,2.7e+07,4.4e+07
12,1059,88.25,185,81,26,7.28,1,0.08,0.5,0.37,0,0,0,0.95,0,0.17,116.8,0.84,2,14,1,12.75,1,0.86,155,2.7027027027027,0.110292728989613,4.6e+07,3.4e+07,5.8e+07
19,1563,82.2631578947368,187,81,22,7.07,3,0.17,0.22,3.76,0.81,0.12,1.21,0.88,0.5,0.35,212.2,0.82,3,17,0,5.01,1,0.71,154,0.797872340425532,0.13576455534229,118500000,8.9e+07,1.48e+08
13,1170,90,183,74,33,7.08,0,0,0,0,0,0,0.15,0.96,0,0,136.4,0.83,2,17,0,12.08,0,0.64,136,0,0.116581196581197,2.3e+07,2e+07,2.6e+07
13,1143,87.9230769230769,182,78,21,7.33,2,0.16,0.29,0.46,0,0,0.55,0.93,0.25,0.63,146.3,0.73,2,11,0,10.39,1,0.9,153,4.34782608695652,0.127996500437445,82500000,7.2e+07,9.3e+07
14,1173,83.7857142857143,185,68,23,7.16,2,0.15,0.29,1.06,0.7,0.54,0.84,0.91,0.2,0.77,147.9,0.72,0,22,1,3.3,0,0.7,145,1.88679245283019,0.126086956521739,4.8e+07,4.2e+07,5.4e+07
19,1623,85.421052631579,188,80,21,7.46,2,0.11,0.21,1.07,0.5,0.11,0.22,0.98,0,0.06,183.5,0.8,0,9,3,13.53,0,0.81,147,1.86915887850467,0.113062230437461,33500000,2.9e+07,3.8e+07
13,971,74.6923076923077,183,78,30,7.25,0,0,0.67,0.28,0.19,0.09,0.19,0.96,0.5,0.37,112.3,0.8,5,6,2,11.31,0,0.55,130,0,0.115653964984552,4950000,9e+05,9e+06
18,1605,89.1666666666667,184,80,27,7.03,0,0,1,0.29,0.08,0,0.11,0.96,0,0.17,188.9,0.78,2,9,0,10.82,0,0.84,141,0,0.117694704049844,20250000,17500000,2.3e+07
14,1023,73.0714285714286,187,81,33,6.72,0,0,0,0,0,0,0.09,0.44,0,0,70.4,0,0,0,0,0,0,0,138,0,0.0688172043010753,8450000,6400000,10500000
14,1260,90,185,79,29,7.12,0,0,0.29,0.6,0,0,0.21,0.95,0,0.07,149.7,0.82,2,14,0,13.07,0,1,150,0,0.118809523809524,3.8e+07,3.3e+07,4.3e+07
